meal_name,Calories,Proteins,Carbs,Fats,sugar_g,diet_type
Other,1510.0,77.56,192.78,51.56,24.79,Paleo
Other,1234.0,139.16,346.95,92.51,20.27,Paleo
Other,3208.0,96.48,241.37,63.89,40.32,Vegetarian
Other,2472.0,89.65,224.41,60.47,38.1,Vegan
Other,1906.0,91.55,229.57,61.65,32.36,Keto
Other,1477.0,110.48,276.74,73.62,41.03,Paleo
Other,2048.0,102.7,254.93,67.83,22.22,Keto
Other,2018.0,96.13,238.66,64.13,29.91,Vegan
Other,2482.0,67.66,168.65,44.85,25.92,Balanced
Other,3084.0,92.76,229.56,61.17,41.57,Paleo
Other,2093.0,92.79,234.57,61.65,33.02,Balanced
Other,2749.0,68.93,171.77,45.33,15.37,Vegan
Other,1793.0,117.92,295.42,78.31,18.36,Vegetarian
Other,1266.0,87.6,220.4,58.38,24.44,Balanced
Other,1969.0,118.18,297.79,79.97,6.13,Vegan
Other,2786.0,77.21,193.74,51.35,6.37,Low-Carb
Other,2214.0,101.46,252.17,67.54,4.18,Balanced
Other,1777.0,108.26,268.77,71.34,39.23,Vegan
Other,1689.0,119.94,300.31,80.25,19.83,Keto
Other,1749.0,90.73,227.34,60.56,7.41,Keto
Other,1584.0,111.45,279.8,74.14,31.78,Paleo
Other,2205.0,97.93,245.38,65.36,33.32,Keto
Other,1259.0,84.12,212.21,56.58,3.03,Low-Carb
Other,2408.0,61.61,152.86,40.59,31.78,Keto
Other,1849.0,117.57,293.15,78.29,40.15,Paleo
Other,2204.0,124.91,313.36,83.63,7.7,Low-Carb
Other,1202.0,78.47,196.51,52.7,13.54,Vegetarian
Other,3293.0,100.81,250.3,66.99,21.23,Keto
Other,1314.0,115.3,285.06,76.39,42.1,Balanced
Other,1851.0,81.28,204.7,55.27,45.44,Balanced
Other,2338.0,79.24,195.75,53.04,16.54,Balanced
Other,1655.0,92.4,226.77,61.14,2.93,Vegan
Other,1362.0,121.62,303.39,80.88,32.29,Vegetarian
Other,1413.0,83.89,209.17,56.04,49.43,Low-Carb
Other,2411.0,79.78,200.8,53.01,14.68,Balanced
Other,1500.0,88.82,219.64,58.66,34.38,Vegan
Other,2276.0,136.97,341.07,90.51,35.07,Keto
Other,1331.0,83.77,209.27,55.51,1.71,Paleo
Other,2051.0,168.59,420.67,111.98,37.17,Balanced
Other,1435.0,97.52,242.48,64.54,43.77,Vegan
Other,2622.0,93.71,232.34,62.1,18.0,Keto
Other,2305.0,160.97,404.68,106.99,37.33,Balanced
Other,2672.0,109.14,271.53,72.27,18.42,Paleo
Other,1481.0,102.97,258.29,69.44,25.92,Low-Carb
Other,1680.0,119.99,298.18,79.37,5.45,Low-Carb
Other,1896.0,108.05,270.93,71.84,39.17,Vegetarian
Other,1477.0,96.77,240.76,64.92,4.87,Vegetarian
Other,2053.0,109.16,272.21,72.39,19.06,Paleo
Other,2633.0,113.69,282.95,76.17,22.97,Balanced
Other,2141.0,112.42,280.91,74.85,4.05,Low-Carb
Other,1748.0,97.37,242.57,65.05,49.69,Low-Carb
Other,1828.0,155.38,387.88,103.25,8.33,Balanced
Other,3055.0,123.39,308.54,81.94,1.58,Paleo
Other,2367.0,79.45,196.98,52.62,16.34,Balanced
Other,2624.0,100.6,250.63,66.57,9.27,Vegetarian
Other,1727.0,134.47,338.51,89.75,37.11,Vegetarian
Other,2662.0,109.19,272.63,72.14,18.05,Vegetarian
Other,1695.0,108.67,271.66,72.2,19.32,Paleo
Other,2370.0,74.17,186.76,48.85,15.78,Keto
Other,3343.0,112.0,277.8,73.97,17.92,Low-Carb
Other,2377.0,97.45,241.42,64.52,10.95,Low-Carb
Other,1326.0,123.18,310.0,82.34,45.93,Low-Carb
Other,2998.0,61.23,151.76,40.24,45.94,Keto
Other,1883.0,99.82,248.01,66.17,15.91,Vegan
Other,2286.0,169.17,423.46,113.08,37.16,Paleo
Other,1673.0,93.14,232.99,62.35,30.56,Keto
Other,2105.0,87.14,217.12,57.93,18.89,Vegan
Other,2330.0,122.32,305.12,81.76,16.01,Vegetarian
Other,2687.0,82.35,205.29,54.73,13.92,Low-Carb
Other,1770.0,90.8,226.43,60.56,46.77,Paleo
Other,2230.0,73.96,185.2,49.1,38.97,Paleo
Other,2267.0,175.39,437.17,117.19,43.22,Low-Carb
Other,1452.0,81.59,202.4,53.94,38.8,Vegetarian
Other,1484.0,97.85,243.76,64.65,6.4,Keto
Other,2189.0,152.61,380.96,101.41,20.43,Vegan
Other,2566.0,77.89,195.24,51.74,8.26,Keto
Other,2374.0,102.39,254.31,67.78,30.11,Keto
Other,2877.0,104.37,259.35,69.01,41.39,Balanced
Other,1567.0,99.46,247.77,65.56,12.68,Low-Carb
Other,1433.0,113.89,282.91,76.34,30.14,Paleo
Other,2049.0,73.6,185.41,49.24,34.12,Balanced
Other,2273.0,80.29,199.94,53.7,11.25,Paleo
Other,1509.0,96.19,240.81,64.4,0.16,Keto
Other,1972.0,111.24,279.08,74.56,11.88,Vegan
Other,1125.0,133.77,334.48,89.34,6.91,Vegetarian
Other,1961.0,105.48,262.21,69.81,33.28,Low-Carb
Other,1538.0,122.81,307.73,82.14,26.02,Paleo
Other,1669.0,98.6,247.19,65.89,3.48,Vegetarian
Other,1436.0,66.85,167.15,43.94,8.36,Low-Carb
Other,2517.0,125.93,313.66,83.47,16.98,Low-Carb
Other,1269.0,113.43,281.83,75.22,34.52,Vegetarian
Other,1824.0,102.8,257.2,68.24,9.54,Low-Carb
Other,2130.0,90.4,227.45,60.39,29.64,Low-Carb
Other,1863.0,94.38,237.53,63.55,19.84,Vegetarian
Other,2690.0,105.72,262.57,70.23,1.51,Keto
Other,1968.0,109.24,272.01,72.79,5.09,Paleo
Other,1544.0,94.69,238.18,63.82,6.77,Keto
Other,1982.0,86.95,217.99,58.57,5.36,Low-Carb
Other,2034.0,124.37,310.26,82.77,16.61,Vegan
Other,1773.0,88.9,222.31,59.47,3.95,Low-Carb
Other,2506.0,85.38,216.13,57.12,40.43,Balanced
Other,2384.0,70.4,175.85,47.09,7.54,Paleo
Other,1512.0,79.25,198.34,53.45,15.66,Vegan
Other,2001.0,94.32,235.6,62.81,8.26,Vegan
Other,2374.0,102.27,257.02,68.55,9.59,Vegan
Other,1748.0,163.72,410.12,109.04,19.44,Balanced
Other,3430.0,95.47,240.58,63.62,34.87,Low-Carb
Other,1978.0,121.79,302.6,81.11,11.75,Vegan
Other,1925.0,87.55,217.5,58.06,35.73,Low-Carb
Other,2417.0,101.67,254.51,67.58,29.9,Balanced
Other,1679.0,148.75,372.95,99.46,35.78,Vegetarian
Other,1758.0,93.61,235.95,63.13,25.51,Vegan
Other,3059.0,82.85,210.57,55.55,8.35,Low-Carb
Other,2307.0,73.83,185.61,49.14,38.52,Balanced
Other,2630.0,94.0,232.79,63.11,21.47,Balanced
Other,2965.0,86.18,214.16,57.28,29.53,Vegetarian
Other,1999.0,102.58,255.67,67.58,26.03,Vegan
Other,3036.0,70.65,175.56,47.25,49.27,Low-Carb
Other,2979.0,115.46,288.35,76.69,25.7,Vegetarian
Other,1879.0,115.59,291.05,77.13,31.01,Keto
Other,2251.0,119.4,294.55,78.99,15.88,Low-Carb
Other,1410.0,90.95,226.58,59.79,38.08,Low-Carb
Other,1953.0,113.35,281.53,75.34,4.07,Vegetarian
Other,2079.0,87.67,220.55,58.1,26.73,Balanced
Other,1763.0,90.65,227.76,60.64,46.3,Vegan
Other,1715.0,102.64,258.63,69.34,12.44,Keto
Other,1349.0,83.52,208.01,55.89,26.68,Balanced
Other,1514.0,86.17,216.7,57.39,26.88,Balanced
Other,3107.0,68.86,171.48,45.45,22.55,Keto
Other,2365.0,102.75,256.57,68.25,9.99,Low-Carb
Other,2125.0,84.91,212.23,56.49,9.11,Keto
Other,2362.0,112.32,282.04,75.39,23.5,Low-Carb
Other,1672.0,97.76,244.68,65.51,4.87,Keto
Other,2435.0,112.16,279.97,74.39,40.46,Vegan
Other,1870.0,95.84,237.97,63.45,47.67,Balanced
Other,2355.0,87.38,222.32,58.8,6.77,Keto
Other,1767.0,119.53,298.27,79.98,15.65,Balanced
Other,1186.0,88.83,221.62,59.58,8.3,Paleo
Other,2637.0,114.65,286.91,76.52,27.38,Paleo
Other,2462.0,100.52,249.13,66.56,31.38,Balanced
Other,2331.0,92.8,229.69,60.8,21.05,Vegan
Other,1871.0,86.96,214.95,58.04,10.47,Vegetarian
Other,2004.0,110.2,269.59,72.57,41.29,Paleo
Other,2152.0,89.91,222.48,59.3,15.27,Vegan
Other,2278.0,62.72,157.55,42.4,3.72,Vegetarian
Other,3259.0,75.25,188.53,50.46,25.75,Balanced
Other,1799.0,90.83,228.62,59.9,46.11,Keto
Other,1687.0,86.95,216.45,58.14,10.09,Balanced
Other,1739.0,125.17,311.61,83.41,40.22,Vegan
Other,1886.0,69.95,172.72,46.43,16.62,Vegan
Other,1946.0,131.73,328.08,87.63,37.16,Keto
Other,1842.0,93.65,234.39,62.86,11.44,Vegetarian
Other,1584.0,114.3,283.48,75.52,29.93,Low-Carb
Other,2681.0,82.53,205.81,54.72,34.71,Balanced
Other,1224.0,114.91,286.58,76.76,13.05,Paleo
Other,2183.0,78.24,197.12,51.71,15.09,Paleo
Other,1708.0,74.03,184.59,49.66,11.23,Vegetarian
Other,1050.0,118.94,298.27,78.93,19.71,Vegan
Other,2066.0,123.28,308.72,82.0,10.95,Paleo
Other,1811.0,120.67,302.79,80.5,16.13,Paleo
Other,1655.0,97.79,244.44,65.18,17.66,Vegetarian
Other,1941.0,101.64,253.28,67.72,4.9,Vegan
Other,2375.0,118.88,297.85,79.13,25.09,Vegan
Other,2356.0,112.07,279.65,74.69,32.96,Balanced
Other,2144.0,72.13,177.43,47.85,16.03,Balanced
Other,1331.0,78.81,197.26,52.71,13.18,Paleo
Other,2316.0,81.17,200.98,54.61,43.75,Vegan
Other,1759.0,86.12,212.77,57.13,28.68,Vegan
Other,1594.0,123.74,311.39,82.62,44.3,Low-Carb
Other,1733.0,120.84,302.55,80.81,19.48,Keto
Other,2115.0,121.03,302.56,80.77,11.03,Low-Carb
Other,2409.0,89.65,224.32,59.7,38.42,Paleo
Other,1427.0,84.16,208.42,55.61,1.35,Vegan
Other,2130.0,125.82,315.65,83.77,38.64,Vegan
Other,1822.0,123.78,308.83,82.58,7.99,Paleo
Other,2033.0,109.19,272.47,72.24,41.35,Low-Carb
Other,1447.0,97.95,244.44,65.97,27.6,Balanced
Other,1810.0,82.86,204.82,55.01,20.1,Balanced
Other,1817.0,81.0,200.11,53.5,13.23,Balanced
Other,1081.0,87.67,218.47,59.13,6.8,Keto
Other,1373.0,109.53,276.48,73.6,31.96,Vegetarian
Other,1370.0,88.66,222.65,59.16,8.88,Paleo
Other,1491.0,121.01,304.05,80.62,13.39,Keto
Other,1995.0,78.33,195.85,52.33,39.64,Vegetarian
Other,2119.0,122.89,305.67,82.06,24.26,Vegan
Other,1929.0,102.47,254.42,68.12,2.98,Paleo
Other,2303.0,78.68,198.54,53.19,14.5,Balanced
Other,1925.0,135.18,336.82,89.91,36.96,Vegan
Other,1794.0,90.22,225.75,59.71,37.85,Low-Carb
Other,1643.0,107.69,270.76,72.06,34.4,Vegetarian
Other,1431.0,93.71,234.83,62.86,9.08,Paleo
Other,1937.0,115.18,288.93,77.31,13.86,Keto
Other,2487.0,110.18,275.27,73.39,45.56,Balanced
Other,1211.0,112.81,286.07,75.49,33.99,Vegan
Other,1840.0,101.81,255.59,68.04,42.54,Keto
Other,2051.0,151.47,376.77,100.66,36.04,Paleo
Other,1988.0,117.75,295.4,78.41,41.46,Paleo
Other,2744.0,103.2,257.56,68.93,30.08,Vegan
Other,1573.0,142.26,353.03,94.19,11.15,Keto
Other,1805.0,80.43,201.97,53.56,41.93,Keto
Other,1362.0,77.58,194.53,52.0,16.9,Low-Carb
Other,1686.0,99.55,249.51,66.15,15.78,Balanced
Other,1468.0,89.0,221.09,59.3,12.12,Low-Carb
Other,2069.0,121.65,302.71,80.86,38.21,Keto
Other,2918.0,86.27,212.23,57.03,9.2,Vegetarian
Other,2088.0,123.7,311.22,82.72,17.28,Keto
Other,3206.0,131.82,330.09,88.39,45.09,Keto
Other,1809.0,82.41,204.4,55.38,41.62,Balanced
Other,2139.0,159.58,396.69,106.38,46.74,Low-Carb
Other,1905.0,78.57,194.44,51.84,19.94,Paleo
Other,3286.0,122.85,307.61,81.86,44.65,Low-Carb
Other,2427.0,184.11,460.91,122.82,42.44,Vegan
Other,1909.0,157.11,393.13,104.89,8.23,Balanced
Other,1604.0,80.06,200.7,53.65,31.01,Balanced
Other,1345.0,106.75,269.01,70.92,10.83,Balanced
Other,1543.0,113.13,284.42,75.02,29.81,Low-Carb
Other,1790.0,97.6,243.5,64.9,7.55,Keto
Other,1784.0,98.61,247.88,66.0,11.55,Keto
Other,1761.0,141.3,352.48,94.51,10.89,Keto
Other,1883.0,108.02,269.57,71.6,12.1,Keto
Other,1560.0,80.81,202.56,53.59,15.87,Vegan
Other,2231.0,127.26,315.91,85.15,22.63,Vegetarian
Other,3220.0,127.97,319.36,84.99,32.82,Vegetarian
Other,2749.0,92.01,230.04,61.0,13.58,Vegetarian
Other,2339.0,98.07,245.41,65.97,46.63,Vegan
Other,2391.0,92.76,233.59,62.06,11.95,Low-Carb
Other,1851.0,78.14,194.46,51.79,25.1,Paleo
Other,1375.0,92.77,230.32,61.2,25.75,Vegan
Other,2238.0,100.27,250.31,66.71,39.3,Keto
Other,1752.0,88.94,221.21,58.86,28.51,Vegetarian
Other,1627.0,80.04,199.45,53.13,43.66,Low-Carb
Other,2805.0,106.04,263.99,70.93,25.21,Low-Carb
Other,2038.0,92.73,231.38,61.79,10.31,Low-Carb
Other,2782.0,82.39,206.22,55.71,2.98,Keto
Other,1258.0,76.69,192.49,51.4,29.66,Vegetarian
Other,1834.0,106.12,263.71,70.76,16.77,Low-Carb
Other,2981.0,111.61,276.43,74.15,15.85,Vegetarian
Other,2604.0,82.28,209.33,55.08,47.86,Paleo
Other,2003.0,96.14,239.96,63.65,34.0,Vegan
Other,1707.0,87.14,218.91,58.24,4.41,Low-Carb
Other,1563.0,110.58,277.63,73.69,41.57,Paleo
Other,2047.0,136.5,342.1,91.13,43.36,Vegetarian
Other,3464.0,121.61,305.29,81.3,36.64,Vegan
Other,3038.0,90.8,230.35,61.13,12.87,Keto
Other,3054.0,108.06,269.42,72.48,37.98,Keto
Other,1737.0,146.22,361.5,97.43,27.7,Vegan
Other,2525.0,95.17,236.15,63.03,32.74,Low-Carb
Other,2100.0,77.71,194.76,51.89,25.37,Vegetarian
Other,1553.0,73.65,185.81,49.34,42.93,Keto
Other,1499.0,89.12,222.55,59.47,11.24,Keto
Other,1528.0,73.47,183.7,48.99,34.4,Vegan
Other,1846.0,80.02,198.4,52.73,7.27,Balanced
Other,3472.0,123.33,306.46,81.79,44.92,Balanced
Other,2690.0,109.52,276.58,73.95,45.18,Vegetarian
Other,1623.0,79.69,197.76,52.66,25.73,Vegan
Other,2237.0,121.45,303.22,80.63,38.66,Vegetarian
Other,3175.0,119.19,295.46,78.44,3.22,Vegetarian
Other,2842.0,88.53,220.18,58.98,19.17,Paleo
Other,2137.0,75.77,189.03,50.04,14.86,Paleo
Other,1902.0,67.33,168.01,45.15,26.22,Vegetarian
Other,1664.0,85.45,210.87,56.57,33.71,Low-Carb
Other,1506.0,125.34,312.86,83.31,26.83,Paleo
Other,1601.0,100.14,249.64,66.35,15.94,Vegetarian
Other,2382.0,66.26,167.85,44.69,26.76,Paleo
Other,1609.0,74.48,186.9,49.7,1.88,Vegetarian
Other,1533.0,77.69,193.08,51.94,1.03,Paleo
Other,2690.0,94.35,235.56,63.4,32.91,Balanced
Other,1471.0,111.62,278.33,74.33,30.99,Paleo
Other,3409.0,107.91,270.3,72.61,28.79,Low-Carb
Other,2029.0,128.01,317.86,85.08,7.01,Paleo
Other,2325.0,127.25,315.54,85.39,22.68,Vegetarian
Other,2612.0,94.18,235.63,62.5,32.64,Paleo
Other,1338.0,80.4,200.89,53.97,-0.11,Balanced
Other,1894.0,120.53,296.82,79.66,5.83,Balanced
Other,2435.0,102.31,256.23,68.33,23.71,Vegetarian
Other,1865.0,158.1,398.87,106.57,31.76,Vegetarian
Other,2442.0,111.84,279.88,74.01,40.95,Vegetarian
Other,1925.0,93.34,234.19,63.05,38.7,Balanced
Other,1733.0,134.95,338.7,89.85,23.13,Vegan
Other,2152.0,77.09,192.77,51.25,40.28,Vegetarian
Other,1821.0,103.6,259.54,68.13,42.39,Vegan
Other,1666.0,123.52,308.93,81.89,1.29,Vegan
Other,1205.0,70.04,177.35,46.69,16.34,Vegan
Other,2344.0,92.91,231.21,61.68,20.59,Vegan
Other,1749.0,83.6,209.25,55.79,26.78,Paleo
Other,1507.0,96.05,240.58,64.27,4.85,Paleo
Other,1346.0,102.71,255.65,68.6,43.71,Vegetarian
Other,1506.0,109.96,274.81,73.18,13.28,Keto
Other,1916.0,71.58,179.53,47.97,40.06,Vegetarian
Other,1214.0,71.15,179.25,47.02,15.44,Paleo
Other,3340.0,119.34,296.26,78.83,3.4,Low-Carb
Other,1758.0,90.65,227.35,60.56,46.39,Vegetarian
Other,1645.0,85.84,213.99,57.51,34.74,Paleo
Other,2923.0,118.89,297.55,79.95,6.68,Balanced
Other,3054.0,90.56,226.44,60.21,2.98,Balanced
Other,3419.0,164.38,411.37,109.49,11.99,Balanced
Other,2443.0,103.95,262.1,69.82,3.18,Vegan
Other,1306.0,110.03,275.91,73.51,44.43,Vegetarian
Other,1796.0,93.8,235.2,62.65,11.35,Vegetarian
Other,2539.0,98.22,246.13,65.39,35.49,Keto
Other,1565.0,83.04,207.77,55.64,16.42,Vegetarian
Other,1152.0,72.9,184.14,48.91,40.65,Paleo
Other,1729.0,82.17,203.67,54.8,37.65,Balanced
Other,1979.0,78.17,197.25,52.7,43.74,Vegan
Other,1741.0,117.64,294.42,78.21,40.19,Vegan
Other,2591.0,92.7,232.15,61.52,20.53,Paleo
Other,2857.0,85.56,214.26,57.29,10.03,Balanced
Other,1314.0,165.87,413.6,110.34,5.13,Keto
Other,1516.0,79.78,200.28,53.63,31.26,Balanced
Other,1792.0,66.69,167.56,43.83,33.14,Vegan
Other,2424.0,134.98,334.75,89.52,24.78,Vegetarian
Other,1440.0,81.19,204.01,54.38,46.21,Vegetarian
Other,1498.0,96.61,243.1,65.37,7.76,Keto
Other,1821.0,85.84,216.97,57.32,14.44,Paleo
Other,3163.0,111.44,280.3,74.86,17.86,Keto
Other,1883.0,126.89,317.97,84.38,37.72,Vegetarian
Other,2031.0,125.84,313.98,84.3,35.55,Low-Carb
Other,1944.0,87.18,219.83,57.7,48.13,Vegan
Other,2147.0,96.52,242.95,64.62,46.07,Paleo
Other,1836.0,88.9,221.99,58.68,32.08,Balanced
Other,2114.0,128.98,320.54,85.13,47.74,Vegan
Other,1879.0,131.51,326.18,87.29,40.13,Balanced
Other,2294.0,96.33,242.06,64.36,26.72,Balanced
Other,1380.0,118.86,295.74,79.56,30.9,Vegetarian
Other,2469.0,81.39,202.2,53.83,3.58,Vegetarian
Other,1967.0,72.14,178.56,48.21,10.91,Balanced
Other,2948.0,100.99,255.08,67.21,49.22,Vegetarian
Other,3270.0,117.72,295.14,78.8,10.73,Paleo
Other,1491.0,63.07,157.27,42.2,36.3,Low-Carb
Other,1902.0,97.65,244.22,65.28,16.76,Vegetarian
Other,2377.0,102.2,255.86,69.24,23.37,Balanced
Other,3105.0,93.88,235.8,63.42,19.5,Balanced
Other,1782.0,80.9,200.55,53.8,34.87,Low-Carb
Other,2241.0,78.56,196.82,52.43,16.61,Balanced
Other,2424.0,101.22,253.03,67.95,43.95,Vegetarian
Other,2324.0,117.39,297.7,79.01,15.76,Balanced
Other,1602.0,67.56,167.52,44.72,7.63,Paleo
Other,1695.0,114.67,288.37,76.36,25.14,Vegetarian
Other,2515.0,98.33,246.14,66.32,46.52,Keto
Other,2339.0,102.11,255.14,68.01,5.94,Paleo
Other,2675.0,73.7,184.69,49.76,24.68,Vegetarian
Other,1347.0,87.05,219.59,58.38,10.18,Paleo
Other,1799.0,80.58,201.66,53.94,32.73,Vegetarian
Other,2962.0,85.55,215.03,57.46,0.11,Vegetarian
Other,2046.0,105.06,261.56,69.34,33.03,Low-Carb
Other,3159.0,118.58,297.39,78.98,3.18,Vegetarian
Other,2608.0,132.03,328.33,87.58,6.31,Keto
Other,1786.0,104.7,263.04,70.15,34.11,Paleo
Other,1610.0,73.79,183.74,49.66,34.44,Keto
Other,1756.0,122.36,304.16,81.82,1.8,Low-Carb
Other,2195.0,95.51,237.85,63.73,12.8,Low-Carb
Other,2238.0,73.39,180.32,48.61,27.53,Vegetarian
Other,2531.0,86.18,215.51,57.16,29.65,Vegan
Other,2875.0,71.32,179.97,47.63,28.66,Vegan
Other,2274.0,107.46,269.39,71.76,18.79,Paleo
Other,1565.0,98.03,244.19,65.28,20.96,Balanced
Other,2070.0,72.17,179.93,47.93,7.39,Balanced
Other,1752.0,74.62,189.12,50.48,0.19,Balanced
Other,1620.0,103.56,258.98,69.62,14.93,Vegan
Other,2715.0,159.07,399.47,106.16,25.51,Balanced
Other,2461.0,92.47,230.92,61.94,17.72,Vegetarian
Other,3337.0,117.32,296.42,78.86,4.96,Keto
Other,2748.0,125.01,312.52,83.33,8.51,Vegetarian
Other,2563.0,110.34,272.7,73.27,45.73,Keto
Other,2417.0,110.11,276.08,74.09,11.88,Vegan
Other,1573.0,63.82,162.62,42.73,10.67,Vegetarian
Other,2458.0,138.89,349.81,92.65,3.33,Vegan
Other,3167.0,112.39,282.34,75.04,34.7,Low-Carb
Other,1893.0,106.31,268.31,71.16,32.6,Low-Carb
Other,2107.0,122.53,305.65,82.14,13.93,Paleo
Other,1188.0,102.45,254.52,68.05,43.54,Low-Carb
Other,1613.0,95.86,237.87,63.3,42.53,Vegetarian
Other,1622.0,96.07,244.33,64.8,43.35,Keto
Other,1531.0,141.3,353.74,93.87,10.46,Vegan
Other,1273.0,114.27,283.96,75.6,12.95,Paleo
Other,1207.0,114.44,286.08,76.48,0.65,Keto
Other,1841.0,108.17,268.05,71.41,12.82,Low-Carb
Other,2386.0,111.49,279.38,74.12,40.67,Low-Carb
Other,1578.0,78.69,197.27,52.41,21.78,Keto
Other,1692.0,112.99,283.78,76.09,22.7,Vegetarian
Other,2518.0,153.72,383.39,103.23,1.24,Low-Carb
Other,1674.0,140.55,351.71,93.45,37.96,Low-Carb
Other,1754.0,98.44,243.15,64.92,4.07,Paleo
Other,2006.0,80.82,203.28,54.08,20.16,Vegan
Other,2381.0,81.97,208.09,55.04,16.62,Vegan
Other,2074.0,101.26,253.49,67.34,0.57,Balanced
Other,2390.0,98.39,249.86,66.33,14.82,Keto
Other,1827.0,66.64,165.44,44.35,33.48,Vegan
Other,2068.0,96.36,241.58,64.17,48.36,Low-Carb
Other,1564.0,90.39,224.25,60.05,37.2,Keto
Other,2351.0,150.78,377.63,100.42,36.17,Balanced
Other,1673.0,97.23,242.56,64.86,27.32,Balanced
Other,2265.0,97.96,245.72,65.56,32.89,Balanced
Other,1349.0,85.93,216.05,57.44,25.59,Paleo
Other,1533.0,81.09,202.02,54.1,42.92,Balanced
Other,2399.0,101.72,253.53,68.16,23.2,Balanced
Other,1937.0,148.94,371.75,98.99,20.34,Vegan
Other,2191.0,107.43,270.28,71.6,41.34,Low-Carb
Other,2014.0,105.99,265.6,70.23,16.23,Keto
Other,2433.0,100.65,251.24,67.49,48.8,Vegetarian
Other,1745.0,98.12,244.62,65.04,42.2,Vegetarian
Other,2021.0,136.03,342.64,90.67,43.56,Vegan
Other,1482.0,96.77,241.06,64.15,45.92,Keto
Other,1578.0,87.52,216.05,57.68,11.15,Vegetarian
Other,2797.0,68.33,170.97,45.59,15.67,Vegan
Other,2529.0,138.65,348.43,92.95,3.02,Paleo
Other,1455.0,113.15,283.36,74.97,2.78,Low-Carb
Other,2177.0,120.74,302.41,80.9,41.32,Keto
Other,1758.0,95.46,238.47,62.97,42.74,Paleo
Other,2173.0,86.16,217.99,57.84,31.33,Keto
Other,1393.0,118.89,296.25,79.67,20.19,Low-Carb
Other,1967.0,102.14,254.79,67.88,25.98,Paleo
Other,1358.0,112.96,281.78,75.19,29.87,Keto
Other,2090.0,92.57,233.03,62.24,33.65,Keto
Other,1752.0,124.44,309.64,82.78,46.95,Balanced
Other,2467.0,65.5,165.5,43.5,25.05,Low-Carb
Other,1165.0,112.08,281.33,74.28,46.25,Vegetarian
Other,2567.0,122.28,305.27,81.84,16.26,Vegetarian
Other,1917.0,121.69,307.31,81.84,25.91,Vegan
Other,1731.0,95.62,238.4,63.36,42.32,Keto
Other,2281.0,79.57,197.28,53.09,32.44,Low-Carb
Other,1736.0,118.76,295.75,78.95,15.8,Paleo
Other,2345.0,161.82,402.22,107.4,47.99,Low-Carb
Other,1115.0,68.27,171.86,45.61,41.09,Paleo
Other,2841.0,79.14,199.53,52.54,43.56,Vegetarian
Other,1414.0,82.14,204.43,55.08,49.39,Vegan
Other,2590.0,100.35,251.98,66.56,7.1,Low-Carb
Other,1971.0,122.44,308.22,81.55,23.8,Vegan
Other,1767.0,78.29,196.26,52.88,37.2,Vegetarian
Other,1742.0,83.84,208.06,56.4,37.18,Low-Carb
Other,1275.0,98.21,247.49,66.49,14.96,Low-Carb
Other,2174.0,97.11,243.98,65.35,26.91,Low-Carb
Other,2128.0,70.81,173.9,46.63,38.17,Low-Carb
Other,1431.0,84.63,211.48,56.36,6.63,Low-Carb
Other,1881.0,83.59,207.16,55.47,21.13,Vegan
Other,1136.0,132.12,330.92,88.33,10.95,Balanced
Other,2084.0,73.01,183.31,48.63,34.05,Vegan
Other,2046.0,71.58,177.79,47.82,39.57,Vegetarian
Other,1957.0,88.65,222.55,58.65,16.48,Keto
Other,1524.0,80.7,204.12,54.18,14.23,Paleo
Other,1672.0,112.79,282.93,74.97,12.75,Low-Carb
Other,1638.0,92.97,233.25,61.97,0.38,Vegetarian
Other,1345.0,71.95,180.68,48.13,18.71,Balanced
Other,3612.0,118.56,296.81,79.65,17.74,Paleo
Other,1744.0,108.42,270.37,71.76,38.45,Keto
Other,1921.0,97.54,244.49,65.18,6.9,Keto
Other,2601.0,134.72,337.41,90.12,25.29,Low-Carb
Other,2355.0,92.48,233.34,61.91,17.95,Vegetarian
Other,1573.0,86.58,217.05,57.41,10.75,Paleo
Other,1258.0,87.33,218.19,58.46,25.94,Balanced
Other,2127.0,123.02,305.42,82.02,23.12,Low-Carb
Other,2490.0,98.7,247.89,65.8,46.79,Vegetarian
Other,2075.0,101.45,256.0,68.73,20.06,Keto
Other,2330.0,106.02,267.04,70.61,45.28,Vegan
Other,1505.0,114.87,290.13,76.19,35.43,Low-Carb
Other,2953.0,103.57,259.52,68.83,30.92,Balanced
Other,2835.0,80.12,199.77,53.16,43.22,Low-Carb
Other,1682.0,85.19,208.49,56.44,32.72,Balanced
Other,1802.0,113.91,287.32,76.0,26.05,Low-Carb
Other,1557.0,67.86,169.84,45.27,5.8,Vegetarian
Other,1727.0,108.07,271.58,72.02,35.52,Vegetarian
Other,2407.0,82.54,205.66,54.64,35.98,Keto
Other,2217.0,126.55,316.37,84.21,37.92,Keto
Other,1740.0,98.78,242.53,64.96,41.83,Low-Carb
Other,1380.0,140.03,349.08,92.73,49.07,Low-Carb
Other,2441.0,94.75,237.15,63.39,13.24,Keto
Other,1117.0,108.48,272.19,72.44,30.07,Vegetarian
Other,1639.0,86.91,216.11,57.84,39.74,Paleo
Other,2909.0,82.6,206.08,55.88,39.95,Vegan
Other,1620.0,86.62,215.22,57.45,39.78,Low-Carb
Other,1946.0,65.39,163.87,44.02,6.16,Vegan
Other,1968.0,69.22,173.96,47.19,16.35,Vegan
